"1053","Canyon","C","1"
"1054","Cap","C","1"
"1055","Caradoc","C","1"
"1056","Caraway","C","1"
"1057","Carbry","C","1"
"1058","Carden","C","1"
"1059","Carew","C","1"
"1060","Carey","C","1"
"1061","Carl","C","1"
"1062","Carleton","C","1"
"1063","Carlin","C","1"
"1064","Carlisle","C","1"
"1065","Carlo","C","1"
"1066","Carlos","C","1"
"1067","Carlow","C","1"
"1068","Carlsen","C","1"
"1069","Carlton","C","1"
"1070","Carlyle","C","1"
"1071","Carmelo","C","1"
"1072","Carmen","C","1"
"1073","Carmichael","C","1"
"1074","Carmine","C","1"
"1075","Carnelian","C","1"
"1076","Carney","C","1"
"1077","Caro","C","1"
"1078","Carrick","C","1"
"1079","Carroll","C","1"
"1080","Carson","C","1"
"1081","Carsten","C","1"
"1082","Carter","C","1"
"1083","Caruso","C","1"
"1084","Carver","C","1"
"1085","Carwyn","C","1"
"1086","Cary","C","1"
